이름,주소,카테고리,위도,경도,source
CU 관악고시촌점,서울 관악구 신림동 255-35,편의점,37.4663238684611,126.936729884046,category
GS25 관악장원점,서울 관악구 신림동 253-3,편의점,37.4669982311184,126.937493465272,category
GS25 신림장원점,서울 관악구 신림동 251-420,편의점,37.4665375835787,126.938773452309,category
세븐일레븐 관악미림점,서울 관악구 신림동 254-254,편의점,37.4671234291247,126.935734457684,category
에벤에셀박소아청소년과의원,서울 금천구 시흥동 912-20,병원,37.4503906809392,126.909511243418,category
서울삼성의원,서울 금천구 시흥동 830,병원,37.4511002796266,126.908990515381,category
금천보스톤치과의원,서울 금천구 시흥동 912-20,병원,37.45044111687359,126.90948405908027,category
서울메디이비인후과의원,서울 금천구 시흥동 912-20,병원,37.45053042436293,126.90962409015516,category
현대재활의학과의원,서울 금천구 시흥동 912-20,병원,37.45044110821758,126.90947275759727,category
금천연세마취통증의학과의원,서울 금천구 시흥동 836-35,병원,37.45156080682707,126.90796828720337,category
서울올치과의원,서울 금천구 시흥동 831-6,병원,37.4514242531295,126.908483809344,category
소구영치과,서울 금천구 시흥동 251-3,병원,37.4507948861406,126.910234055506,category
성모정소아청소년과의원,서울 금천구 시흥동 831-6,병원,37.4515719245834,126.90836157147,category
김승국소아과의원,서울 금천구 시흥동 828-41,병원,37.4512622457045,126.908710039054,category
미소나눔치과,서울 금천구 시흥동 830,병원,37.45112552276868,126.90900969751215,category
런드리익스프레스샵 청룡점,서울 관악구 봉천동 914-11,코인빨래방,37.4809749084775,126.94517675123,keyword
화이트365 봉천2호점,서울 관악구 봉천동 879-3,코인빨래방,37.47964705850768,126.94768762955681,keyword
크린토피아 코인워시 관악e편한세상봉천역점,서울 관악구 봉천동 1540-32,코인빨래방,37.4793974289223,126.943659527356,keyword
스포애니 봉천동점,서울 관악구 봉천동 1566-8,헬스장,37.4792705551266,126.947955840338,keyword
버들골스터디카페 1호점,서울 관악구 봉천동 1601-13,스터디카페,37.4801005885182,126.95503731892,keyword
CU 신림중앙점,서울 관악구 신림동 1552,편의점,37.467574311048,126.936430402675,category
CU 관악사랑점,서울 관악구 신림동 247-2,편의점,37.46838944395164,126.93759178386901,category
GS25 관악고시촌점,서울 관악구 신림동 1538,편의점,37.4691857431061,126.937224862023,category
CU 신림제이점,서울 관악구 신림동 251-26,편의점,37.468299007699265,126.9386725389639,category
새힘신경외과의원,서울 관악구 신림동 1514,병원,37.471148216165815,126.93404888579444,category
박앤박피부과의원,서울 관악구 신림동 1514,병원,37.4711662489813,126.93407147918,category
예미담치과의원,서울 관악구 신림동 241-118,병원,37.46931223282107,126.93788379902266,category
연세라온정신과의원,서울 관악구 신림동 1525,병원,37.4707948887906,126.933814061399,category
연세조은내과의원,서울 관악구 신림동 1514,병원,37.4711518226662,126.934053291425,category
김영봉이비인후과의원,서울 관악구 신림동 1514,병원,37.4711626474644,126.934076004189,category
매일참사랑의원,서울 관악구 신림동 1544,병원,37.4685323176184,126.936192202875,category
관악웰치과의원,서울 관악구 신림동 1514-1,병원,37.47111955380087,126.93435413538579,category
오치과의원,서울 관악구 신림동 1514-2,병원,37.4710043937054,126.934659460036,category
고은치과의원,서울 관악구 신림동 1514-9,병원,37.47099315907593,126.9338998014555,category
문이비인후과,서울 관악구 신림동 112-38,병원,37.4725392159972,126.933762782128,category
이내과의원,서울 관악구 신림동 112-42,병원,37.4729141600284,126.933984026865,category
파란런드리하우스,서울 관악구 신림동 255-320,코인빨래방,37.4657262398898,126.937942154585,keyword
워시원 서울대학동점,서울 관악구 신림동 1550-1,코인빨래방,37.4677401036713,126.936442696797,keyword
대학빨래방 서울대1호점,서울 관악구 신림동 251-33,코인빨래방,37.4680188004728,126.938686332837,keyword
24시셀프빨래방,서울 관악구 신림동 251-52,코인빨래방,37.467279135267,126.938811281251,keyword
문화공간 파란 2호점,서울 관악구 신림동 255-320,코인빨래방,37.46567669794418,126.93796819424826,keyword
호텔런드리 신림서림점,서울 관악구 신림동 103-267,코인빨래방,37.4735909672022,126.939302424719,keyword
24시셀프빨래방,서울 관악구 신림동 242-19,코인빨래방,37.4688676734936,126.938919637895,keyword
커브스 봉천클럽,서울 관악구 봉천동 496-6,헬스장,37.4873044406943,126.947037788809,keyword
파란스터디카페,서울 관악구 신림동 123-1,스터디카페,37.4721560580416,126.938334766774,keyword
CU 신림테라스점,서울 관악구 신림동 1515-5,편의점,37.4704862715863,126.936233499161,category
세븐일레븐 신림낭만거리점,서울 관악구 신림동 1536-18,편의점,37.4692573528309,126.936344195033,category
세븐일레븐 서울대벤처타운점,서울 관악구 신림동 116-20,편의점,37.47180433702694,126.9343817982922,category
도울약국,서울 관악구 신림동 1694,약국,37.47477096384554,126.93385398757309,category
삼성정형외과의원,서울 관악구 신림동 1514-1,병원,37.4710510582064,126.934320281494,category
뉴욕치과의원,서울 관악구 신림동 1515-12,병원,37.4706486941257,126.93668102085,category
연세편한내과의원,서울 관악구 신림동 1516-3,병원,37.47051853059888,126.93758888338995,category
현치과의원,서울 관악구 신림동 1525,병원,37.470804785967765,126.93378918264024,category
신림종합동물병원,서울 관악구 신림동 395-53,병원,37.47303428978675,126.93290882559484,category
이혁치과,서울 관악구 신림동 1514,병원,37.47115182272927,126.93405340447077,category
인터벌다이어트핏,서울 관악구 신림동 131-21,헬스장,37.4709366217559,126.939362224447,keyword
프렌즈스터디카페 신림센터,서울 관악구 신림동 123-1,스터디카페,37.4721849045128,126.93836187452,keyword
러쉬파크,서울 관악구 신림동 97-14,PC방,37.4747500158484,126.938238802847,keyword
GS25 신림도림점,서울 관악구 신림동 112-41,편의점,37.4731122530815,126.933753232519,category
예인치과,서울 관악구 신림동 404-1,병원,37.4742403043551,126.933729626724,category
버블맨24 셀프빨래방,서울 관악구 신림동 107-99,코인빨래방,37.474937691367,126.937034646424,keyword
영휘트니스,서울 관악구 신림동 96-3,헬스장,37.4756298851289,126.937445578166,keyword
GS25 서원성당점,서울 관악구 신림동 92-32,편의점,37.47819831308544,126.9335045404696,category
CU 신림동희점,서울 관악구 신림동 108-103,편의점,37.4723492660516,126.935689286467,category
GS25 관악복은길점,서울 관악구 신림동 108-107,편의점,37.4731710576039,126.935818588904,category
이마트24 관악조은점,서울 관악구 신림동 838-18,편의점,37.4728247571784,126.93524572838,category
세븐일레븐 신림2호점,서울 관악구 신림동 406-37,편의점,37.4747058289256,126.934814509882,category
관악정다운의료복지사회적협동조합 정다운우리의원,서울 관악구 신림동 96-3,병원,37.475629885128896,126.93744557816585,category
한성동물병원,서울 관악구 신림동 409-165,병원,37.4783081888841,126.931840245482,category
그린소아과의원,서울 관악구 신림동 404-1,병원,37.4742366901712,126.93371154179198,category
청담맥의원,서울 관악구 신림동 409-191,병원,37.4780344565956,126.932143485495,category
연세 정형외과의원,서울 관악구 신림동 409-114,병원,37.477937212512,126.932256629768,category
CU 관악서원점,서울 관악구 신림동 1641-82,편의점,37.4792740624147,126.931825801202,category
GS25 신림왕성점,서울 관악구 신림동 1641-38,편의점,37.4813670822208,126.93024103848,category
CU 신림역최강점,서울 관악구 신림동 1745,편의점,37.48385954014406,126.93069663551884,category
GS25 신림서원점,서울 관악구 신림동 10-311,편의점,37.4823375327777,126.931895378205,category
신림당약국,서울 관악구 신림동 1587-35,약국,37.481605695908144,126.92847705147096,category
신림연세정내과의원,서울 관악구 신림동 86-3,병원,37.4825744412359,126.930253483607,category
화이트빨래방 신림역점,서울 관악구 신림동 84-23,코인빨래방,37.4820629028608,126.930651939307,keyword
세븐일레븐 신림푸리마점,서울 관악구 신림동 1639-51,편의점,37.48336022749353,126.92743857742559,category
세븐일레븐 신림허브그린점,서울 관악구 신림동 1421-29,편의점,37.48512232846137,126.92997523120023,category
GS25 신림양지점,서울 관악구 신림동 1424-4,편의점,37.4864242160689,126.92985868555029,category
청춘약국,서울 관악구 신림동 1411-28,약국,37.48443230082477,126.93334072327637,category
임약국,서울 관악구 신림동 86-3,약국,37.4825780452684,126.930253480257,category
상쾌한약국,서울 관악구 신림동 1422-5,약국,37.4847619976698,126.930097679463,category
신림역약국,서울 관악구 신림동 1467-10,약국,37.4842176139749,126.929803084899,category
신림365약국,서울 관악구 신림동 1640-44,약국,37.48328676718462,126.92962644466337,category
서울GS항외과의원,서울 관악구 신림동 1412-3,병원,37.484916743962685,126.93281227061998,category
관악이웃치과의원,서울 관악구 신림동 1410-14,병원,37.4850417351439,126.933968834615,category
연세공감치과의원,서울 관악구 신림동 1638-16,병원,37.4824515340638,126.929629489292,category
강남삼성정형외과의원,서울 관악구 신림동 1422-5,병원,37.4847619976698,126.930097679463,category
바른이고른이치과의원,서울 관악구 신림동 1433-43,병원,37.484444339525,126.929252240633,category
신림신경과,서울 관악구 신림동 1424-28,병원,37.4855070433317,126.929948866547,category
신림연세이비인후과의원,서울 관악구 신림동 1433-44,병원,37.4843721585796,126.92908497095819,category
연세우리내과의원,서울 관악구 신림동 1587-37,병원,37.4816183018097,126.928463472029,category
고려에이스비뇨기과의원,서울 관악구 신림동 1433-100,병원,37.4842342641206,126.927533838097,category
선산부인과의원,서울 관악구 신림동 1433-100,병원,37.4842378653779,126.927529311986,category
리즈산부인과의원 신림점,서울 관악구 신림동 1433-60,병원,37.4843139532062,126.928189543642,category
연세쉬즈산부인과의원,서울 관악구 신림동 1433-44,병원,37.4843757626109,126.929084967552,category
화이트365 봉천은천점,서울 관악구 봉천동 950-3,코인빨래방,37.48540279381671,126.93852287962565,keyword
호텔런드리 봉천점,서울 관악구 봉천동 1520-27,코인빨래방,37.4828593033923,126.938631243605,keyword
셀프크리닝,서울 관악구 신림동 1600-6,코인빨래방,37.4817943704988,126.92759498683,keyword
핏라운지 신림점,서울 관악구 신림동 11-12,헬스장,37.4842457882091,126.931755705759,keyword
고핏 피트니스,서울 관악구 신림동 1409-8,헬스장,37.4855886651821,126.934001142938,keyword
그린짐,서울 관악구 신림동 1745,헬스장,37.4837585881069,126.930630020348,keyword
고핏퍼스널트레이닝,서울 관악구 신림동 1421-4,헬스장,37.48530017319754,126.93211203980033,keyword
와이짐,서울 관악구 신림동 11-12,헬스장,37.4841827241937,126.931767069696,keyword
스포애니 은천점,서울 관악구 봉천동 937-15,헬스장,37.486270889011834,126.94112501451181,keyword
더바디핏 신림점,서울 관악구 신림동 1432-73,헬스장,37.4857669836275,126.929192197975,keyword
하이티어스터디카페,서울 관악구 봉천동 1540-16,스터디카페,37.47942414087067,126.94299585336971,keyword
CU 관악신림로점,서울 관악구 신림동 1424-11,편의점,37.486078092674276,126.92962947987105,category
세븐일레븐 신림패션점,서울 관악구 신림동 1431-1,편의점,37.4874208494432,126.928552918632,category
세븐일레븐 관악꿈보람점,서울 관악구 신림동 1423-28,편의점,37.48572801418,126.930327438303,category
CU 신림우리점,서울 관악구 신림동 1417-5,편의점,37.486680081783,126.93135774814,category
옵티마건강약국,서울 관악구 봉천동 952-11,약국,37.486349219329,126.939232177565,category
미스터비뇨기과,서울 관악구 신림동 1424-28,병원,37.4854944218495,126.92993644088115,category
김의원,서울 관악구 신림동 1425-21,병원,37.48711312610153,126.92925311604606,category
연세유라인치과의원 신림점,서울 관악구 신림동 1422-5,병원,37.484726018856,126.930201734231,category
런드리라운지24 셀프빨래방 신림점,서울 관악구 신림동 1425-1,코인빨래방,37.487594368855,126.929427922103,keyword
봉천동셀프빨래방 런드리나인,서울 관악구 봉천동 660-44,코인빨래방,37.488348663471,126.93437976759,keyword
바디가드짐,서울 관악구 신림동 1425-21,헬스장,37.4871131261015,126.929253116046,keyword
데일리스터디카페 봉천점,서울 관악구 봉천동 911-20,스터디카페,37.4831413423482,126.946064983532,keyword
4텐PC,서울 관악구 봉천동 933-1,PC방,37.4841500316605,126.941358463487,keyword
CU 관악첼시점,서울 관악구 봉천동 713-146,편의점,37.4925043174316,126.931569528767,category
CU 관악당곡점,서울 관악구 봉천동 702-36,편의점,37.4911647149314,126.92736883643,category
GS25 당곡스타점,서울 관악구 신림동 1416-32,편의점,37.4876782835519,126.931160091224,category
GS25 보라매본점,서울 관악구 봉천동 670-87,편의점,37.4892421132877,126.930613642467,category
세븐일레븐 관악색동점,서울 관악구 신림동 1428-20,편의점,37.4877852620134,126.929226475821,category
CU 관악허브점,서울 관악구 봉천동 673-143,편의점,37.489632072297,126.931857095411,category
안일약국,서울 동작구 상도동 261-12,약국,37.4976814915773,126.934735739256,category
메디팜제당약국,서울 동작구 상도동 294-20,약국,37.49582822873383,126.93173725181526,category
세화약국,서울 동작구 대방동 405-8,약국,37.4995662933805,126.926868762701,category
보라매동물병원,서울 관악구 봉천동 971-14,병원,37.48956871084039,126.92832020226619,category
김성훈가정의학과의원,서울 관악구 봉천동 705-8,병원,37.4905531042882,126.929137927176,category
서울호치과의원,서울 관악구 봉천동 971-1,병원,37.4899505342585,126.927985137053,category
연세건강한내과의원,서울 관악구 봉천동 702-40,병원,37.49053160644649,126.92785793483905,category
위니아24크린샵 서울상도점,서울 동작구 상도동 298-26,코인빨래방,37.496798491175,126.93152716183,keyword
워시프렌즈 셀프빨래방 상도동점,서울 동작구 상도동 262-1,코인빨래방,37.4973213382385,126.935188394939,keyword
퍼펙트30분빨래방 당곡역점,서울 관악구 봉천동 711-2,코인빨래방,37.49104117578851,126.92868176945413,keyword
센트럴빨래방 파란신림점,서울 관악구 신림동 1417-47,코인빨래방,37.4870940348499,126.93048446789,keyword
오에스짐레이디,서울 동작구 상도동 325-4,헬스장,37.4999366127656,126.931384065405,keyword
어게인짐 신대방삼거리역점,서울 동작구 대방동 335-16,헬스장,37.49990509335967,126.92987661179077,keyword
당곡스포츠센터,서울 관악구 봉천동 682,헬스장,37.4918192170709,126.932553926001,keyword
프롬베이스먼트,서울 동작구 신대방동 357-23,헬스장,37.4978979798842,126.925983792068,keyword
지니24스터디카페 장승배기역점,서울 동작구 상도동 188-4,스터디카페,37.5029550057527,126.936251133387,keyword
호야PC월드 본점,서울 동작구 상도동 322-19,PC방,37.4987890331293,126.930360540237,keyword
콤마PC카페 신대방삼거리역점,서울 동작구 대방동 336-6,PC방,37.4994734075403,126.92970172783,keyword
제로100PC 신대방삼거리점,서울 동작구 상도동 320-21,PC방,37.4999431470846,126.931776480042,keyword
세븐PC방,서울 동작구 상도동 315-22,PC방,37.4993484121768,126.931653754539,keyword
세븐일레븐 서울대3식당점,서울 관악구 신림동 산 56-1,편의점,37.45637703764059,126.94857186553064,category
CU 서울대301동점,서울 관악구 신림동 산 56-1,편의점,37.4501094999741,126.952669540365,category
이마트24 경인교대경기캠퍼스점,경기 안양시 만안구 석수동 6-8,편의점,37.434367958958596,126.91819466824663,category
CU 서울대공존34점,서울 관악구 신림동 산 56-1,편의점,37.456107069566976,126.95149709819022,category
세븐일레븐 서울대공학관점,서울 관악구 신림동 산 56-1,편의점,37.45520898784552,126.95205600750097,category
CU 서울대관정도서관점,서울 관악구 신림동 산 56-1,편의점,37.45904382854208,126.95238021000458,category
서울대약국,서울 관악구 신림동 산 56-1,약국,37.45943227016726,126.95044491593485,category
다보약국,서울 금천구 시흥동 954-10,약국,37.44184678775207,126.90432796083,category
녹십자약국,서울 금천구 시흥동 940-10,약국,37.44264842605866,126.90400149094152,category
본치과의원,서울 금천구 시흥동 909-24,병원,37.45115904588632,126.90808518591544,category
호텔런드리 샤로수길점,서울 관악구 봉천동 1608-1,코인빨래방,37.4767503235288,126.954224202732,keyword
런드리익스프레스샵 쑥고개점,서울 관악구 봉천동 1574-4,코인빨래방,37.47894284584392,126.94854509910874,keyword
런드리익스프레스샵 관악초등점,서울 관악구 봉천동 1529-41,코인빨래방,37.47969627007919,126.94120705325913,keyword
호텔런드리 청룡점,서울 관악구 봉천동 919-21,코인빨래방,37.4801365072455,126.944188091689,keyword
런드리익스프레스샵 서울대입구점,서울 관악구 봉천동 866-7,코인빨래방,37.479538557033266,126.95100371882161,keyword
짐박스피트니스 서울대기숙사점,서울 관악구 신림동 산 56-1,헬스장,37.4630168958933,126.958499605769,keyword
초심스터디카페 안양예술공원점,경기 안양시 만안구 안양동 42-5,스터디카페,37.4150928937617,126.917473477129,keyword
수피스터디카페 연현마을점,경기 안양시 만안구 석수동 413-2,스터디카페,37.4305205504416,126.902646472631,keyword
레드포스PC,서울 관악구 봉천동 863-1,PC방,37.4800760249697,126.952141877838,keyword
탑플레이스PC방 서울대입구점,서울 관악구 봉천동 866-1,PC방,37.4801577354157,126.951452161551,keyword
피에스타PC,서울 관악구 봉천동 856-5,PC방,37.4796744130276,126.952733432397,keyword
레벨업PC 서울대입구역점,서울 관악구 봉천동 856-6,PC방,37.4793104352367,126.952808280215,keyword
황내과의원,서울 관악구 신림동 241-58,병원,37.47005886104885,126.93901927826126,category
짐박스피트니스 서울대입구점,서울 관악구 봉천동 853-1,헬스장,37.4805280653472,126.953735739192,keyword
프로틴짐,서울 관악구 봉천동 858-6,헬스장,37.48156228292343,126.9533778261994,keyword
GS25 신림녹두점,서울 관악구 신림동 238-10,편의점,37.4703005457284,126.939435086964,category
CU 관악선경점,서울 관악구 신림동 231-21,편의점,37.4687990398546,126.942190015761,category
GS25 관악대학점,서울 관악구 신림동 235-15,편의점,37.4698654126721,126.94133005869,category
CU 관악행운점,서울 관악구 신림동 122-4,편의점,37.4716514405415,126.938235700071,category
성모가정의학과의원,서울 관악구 신림동 1525,병원,37.4708273124842,126.933791423684,category
서울화인치과의원,서울 관악구 신림동 1516-3,병원,37.47053565038778,126.9375899996083,category
김&안치과의원,서울 관악구 신림동 1513-2,병원,37.47136512346045,126.93362703197374,category
강경훈의원,서울 관악구 신림동 1513-1,병원,37.47159207366668,126.93344143456584,category
미래항장외과,서울 관악구 신림동 1514,병원,37.4711518239835,126.934055665393,category
GS25 신림으뜸점,서울 관악구 신림동 108-80,편의점,37.47288063407154,126.93693801967132,category
CU 신림블루점,서울 관악구 신림동 103-122,편의점,37.4713856065683,126.939913528579,category
미치과의원,서울 관악구 신림동 112-42,병원,37.47292401551293,126.93388453525728,category
서울안치과의원,서울 관악구 신림동 118-3,병원,37.471089822870496,126.93768675845305,category
뉴관악연세의원,서울 관악구 신림동 112-42,병원,37.4729285155006,126.933875487389,category
대학빨래방 서울대2호점,서울 관악구 신림동 103-139,코인빨래방,37.4721967354567,126.940346982459,keyword
파란런드리하우스,서울 관악구 신림동 103-107,코인빨래방,37.4720053122844,126.939542236995,keyword
클린업24시 셀프빨래방 서울대점,서울 관악구 신림동 122-28,코인빨래방,37.4716659440348,126.938402997552,keyword
GS25 신림신성점,서울 관악구 신림동 103-109,편의점,37.471961938622,126.939298089657,category
희망약국,서울 관악구 봉천동 1528-28,약국,37.47981489799409,126.94241669353539,category
Q pc,서울 관악구 봉천동 1562-18,PC방,37.4792630337797,126.945268448568,keyword
CU 신화교힐스점,서울 관악구 신림동 408-137,편의점,37.475470456524,126.935858452096,category
GS25 신림신화점,서울 관악구 신림동 407-11,편의점,37.475200232188,126.936003389881,category
세븐일레븐 관악복은길점,서울 관악구 신림동 106-41,편의점,37.47417241109451,126.93643159781736,category
GS25 신림복은점,서울 관악구 신림동 99-29,편의점,37.474538768829625,126.93918408495676,category
CU 관악미리내점,서울 관악구 신림동 96-38,편의점,37.4751083571487,126.93774220931,category
소망의원,서울 관악구 신림동 1634-18,병원,37.4787549350153,126.931573023839,category
워시라움 신림쑥고개점,서울 관악구 신림동 1564-55,코인빨래방,37.4756706124873,126.939525718211,keyword
더스페셜짐 봉천점,서울 관악구 봉천동 927-21,헬스장,37.4819865022845,126.942772304394,keyword
세븐일레븐 신림본점,서울 관악구 신림동 1641-99,편의점,37.4790039608642,126.932175395653,category
CU 뉴관악센트럴점,서울 관악구 신림동 409-16,편의점,37.4776374298008,126.93270007948,category
GS25 관악은혜점,서울 관악구 신림동 94-95,편의점,37.4758539590861,126.938634711175,category
CU 신림카페점,서울 관악구 신림동 92-280,편의점,37.4776942965127,126.936132408048,category
바른약국,서울 관악구 봉천동 945-14,약국,37.482644855116064,126.94037485727671,category
성신약국,서울 관악구 봉천동 927-8,약국,37.482142907856336,126.942013534474,category
강남효요양병원,서울 관악구 봉천동 945-2,병원,37.483078620868746,126.93935241315383,category
메이크타임PT,서울 관악구 봉천동 947,헬스장,37.483729343744,126.937991714311,keyword
CU 관악이레점,서울 관악구 신림동 1741,편의점,37.48287088886498,126.93502223823218,category
GS25 신림두림점,서울 관악구 신림동 1411-9,편의점,37.48452633842607,126.93393310700378,category
CU 양지병원점,서울 관악구 신림동 10-207,편의점,37.484313206685,126.933055902885,category
GS25 관악신림로점,서울 관악구 신림동 1420-30,편의점,37.485613133461,126.93109188406,category
세븐일레븐 신림타임스트림점,서울 관악구 신림동 1641-107,편의점,37.4834545662677,126.929982440949,category
건강온누리약국,서울 관악구 봉천동 931-8,약국,37.48301362542385,126.94088787478351,category
엘림약국,서울 관악구 신림동 1641-9,약국,37.483194179652706,126.92999059843306,category
양지동물병원,서울 관악구 봉천동 959-9,병원,37.485359134254445,126.93440725728355,category
서울온비뇨의학과의원,서울 관악구 신림동 1422-35,병원,37.4846405984052,126.930499178447,category
에이스치과의원,서울 관악구 신림동 1641-1,병원,37.484074734875215,126.93044769244558,category
은진외과의원,서울 관악구 신림동 1641-49,병원,37.4809599331172,126.930422314425,category
워시엔조이 셀프빨래방 봉천중앙점,서울 관악구 봉천동 924-9,코인빨래방,37.4834877374299,126.944995142324,keyword
워시프레쉬 셀프빨래방 신림역2호점,서울 관악구 신림동 10-23,코인빨래방,37.484216409401746,126.93396503833942,keyword
워시엔조이 관악은천점,서울 관악구 봉천동 635-599,코인빨래방,37.48798617103625,126.94065102953923,keyword
폴인핏 봉천점,서울 관악구 봉천동 955-57,헬스장,37.4863953969709,126.937934106967,keyword
바로핏,서울 관악구 봉천동 931-12,헬스장,37.4832723783742,126.941215557657,keyword
감성스터디카페 서울대입구점,서울 관악구 봉천동 1540-33,스터디카페,37.4793632772413,126.943841577182,keyword
쑥스터디카페&스터디룸,서울 관악구 봉천동 1562-34,스터디카페,37.4791920642514,126.945724125047,keyword
닉PC,서울 관악구 봉천동 930-39,PC방,37.4825404588714,126.9406146344,keyword
아센PC방 봉일시장점,서울 관악구 봉천동 952-18,PC방,37.4863948221916,126.938558248833,keyword
EFC PC,서울 관악구 봉천동 952-20,PC방,37.4864135871511,126.938258600295,keyword
아이센리그PC방카페,서울 관악구 봉천동 940-11,PC방,37.4864052442184,126.93954872569,keyword
GS25 신림관악점,서울 관악구 신림동 1423-24,편의점,37.48578409941353,126.93070616458016,category
세븐일레븐 신림가야점,서울 관악구 신림동 1414-32,편의점,37.4858697436688,126.932344445105,category
CU 보라매우리점,서울 관악구 봉천동 968-44,편의점,37.4879598654899,126.93196716297,category
CU 관악은천로점,서울 관악구 봉천동 956-2,편의점,37.4861151663473,126.937901548883,category
GS25 관악당곡점,서울 관악구 봉천동 961-13,편의점,37.48554022802474,126.93439126946588,category
CU 관악우체국점,서울 관악구 신림동 1412-1,편의점,37.4852576418563,126.933371648849,category
태양당약국,서울 관악구 봉천동 940-1,약국,37.486709766873894,126.93951342874702,category
백두산약국,서울 관악구 봉천동 940-11,약국,37.48631970743949,126.93966412497268,category
마음챙김 정신건강의학과의원,서울 관악구 신림동 1424-28,병원,37.48550794098735,126.92994321232118,category
서울노마취통증의학과,서울 관악구 신림동 1422-35,병원,37.48464059840522,126.93049917844658,category
인바이트짐,서울 관악구 봉천동 932-1,헬스장,37.4839897508129,126.941557583986,keyword
공간샘스터디카페 봉천2호점,서울 관악구 봉천동 888-12,스터디카페,37.4853006761843,126.947211065856,keyword
메카스터디카페,서울 관악구 봉천동 463-4,스터디카페,37.4861422509064,126.947285099058,keyword
위넌스터디카페 봉천현대시장점,서울 관악구 봉천동 498-3,스터디카페,37.4873888601292,126.946427147997,keyword
셀독24 스터디카페 봉천현대시장점,서울 관악구 봉천동 496-5,스터디카페,37.487138705911,126.94715097603,keyword
공간샘스터디카페 봉천점,서울 관악구 봉천동 495-1,스터디카페,37.4870018959426,126.947472191241,keyword
비에이블스터디카페 관악성현센터,서울 관악구 봉천동 899-4,스터디카페,37.4859744251392,126.9467537952,keyword
레드포스PC아레나 봉천점,서울 관악구 봉천동 495-1,PC방,37.4869946858626,126.94746767349,keyword
세븐일레븐 상도아람점,서울 동작구 상도동 301-40,편의점,37.4934196902828,126.931482753072,category
세븐일레븐 관악소망점,서울 관악구 봉천동 713-99,편의점,37.4921753536904,126.929869138755,category
CU 보라매당곡점,서울 관악구 봉천동 1511-22,편의점,37.4887791800357,126.934083140568,category
세븐일레븐 동작국사봉점,서울 동작구 상도동 301-159,편의점,37.49450630417322,126.93305359070692,category
GS25 봉천동신점,서울 관악구 봉천동 649-54,편의점,37.4888668338722,126.936190740849,category
GS25 관악해바라기점,서울 관악구 봉천동 1500,편의점,37.49275229652911,126.92886106836059,category
메디칼신대방약국,서울 동작구 대방동 335-15,약국,37.4998678252841,126.92932816305323,category
민들레약국,서울 동작구 대방동 406-8,약국,37.49901492183637,126.92841182226917,category
봉천약국,서울 관악구 봉천동 937-15,약국,37.4862474447747,126.941088850871,category
연세제일요양병원,서울 동작구 상도동 255-4,병원,37.49897113472358,126.93366254215447,category
비비짐,서울 동작구 상도동 328-9,헬스장,37.50018415143346,126.93097558443547,keyword
해피플러스PT센터,서울 동작구 신대방동 338-19,헬스장,37.4981089933063,126.929214472132,keyword
안녕스터디카페,서울 동작구 상도동 210-23,스터디카페,37.4975238001325,126.943443488514,keyword
하우스터디독서실 구암센터,서울 관악구 봉천동 1712-1,스터디카페,37.4908042956988,126.947804232861,keyword
플랜트스터디카페 상도점,서울 동작구 상도동 527,스터디카페,37.50546170419759,126.94353363405759,keyword
제로백PC 상도점,서울 동작구 상도동 413,PC방,37.4973899372207,126.944257806299,keyword
세븐일레븐 서울대학생회관점,서울 관악구 신림동 산 56-1,편의점,37.4591376771211,126.950535532768,category
CU 서울대중앙도서관점,서울 관악구 신림동 산 56-1,편의점,37.459277049414546,126.95203080480265,category
CU 서울대학교신양점,서울 관악구 신림동 산 56-1,편의점,37.4628599914251,126.951097118668,category
GS25 금천영림점,서울 금천구 시흥동 953-9,편의점,37.441925526901,126.905887289864,category
성원약국,경기 안양시 만안구 석수동 374-7,약국,37.43370293732817,126.90374400117977,category
안녕약국,서울 금천구 시흥동 991,약국,37.4509931758363,126.901278449605,category
서울대학교직장부속치과의원,서울 관악구 신림동 산 56-1,병원,37.45945661217853,126.95047993871509,category
서울대학교 직장부속의원,서울 관악구 신림동 산 56-1,병원,37.45946020912087,126.95046298206341,category
서울대학교 관악캠퍼스 관악서울대학교치과병원,서울 관악구 신림동 산 56-1,병원,37.46898760956518,126.95292329141242,category
서울대학교 수의과대학 동물병원,서울 관악구 신림동 산 56-1,병원,37.4681506717463,126.95317815988197,category
크린토피아 코인워시 석수대림점,경기 안양시 만안구 석수동 178-19,코인빨래방,37.41624542442621,126.91386302755167,keyword
위니아24크린샵 안양석수점,경기 안양시 만안구 석수동 425-40,코인빨래방,37.432868988456,126.902027643831,keyword
워시프렌즈 셀프빨래방 안양석수점,경기 안양시 만안구 안양동 1446,코인빨래방,37.416793535135184,126.91807597048455,keyword
크린토피아 코인워시365 석수대림점,경기 안양시 만안구 석수동 178-2,코인빨래방,37.4162542384167,126.913594164211,keyword
워시팡팡셀프빨래방 관악점,경기 안양시 만안구 석수동 263-9,코인빨래방,37.4181259600888,126.908028420757,keyword
더블에스휘트니스클럽 서울대점,서울 관악구 봉천동 산 4-2,헬스장,37.4614426716959,126.958056261938,keyword
크로스핏페어리,경기 안양시 만안구 석수동 268-1,헬스장,37.41737532842541,126.90908556355977,keyword
다짐,경기 안양시 만안구 석수동 494-3,헬스장,37.4255903490328,126.903946449698,keyword
